sales_order_id,project_id,material_id,order_type,order_status,payment_status,customer_name,customer_type,sales_rep_id,order_date,delivery_date,quantity,unit_price,revenue,cogs,gross_margin,margin_pct,tax_rate,tax_amount,total_amount,currency,delivery_terms,description,created_date
SO-2019-0000187,PRJ-2024-00018,MAT-00000543,STANDARD,CANCELLED,UNBILLED,Horne Inc,GOVERNMENT,EMP-000886,2019-12-12,2020-04-14,417,292.0,121766.0,73581.45,48184.55,39.57,0.15,18264.9,140030.9,EUR,EXW,Material hit no energy.,2019-12-12
SO-2019-0000188,PRJ-2019-00537,MAT-00000153,STANDARD,DELIVERED,PAID,Padilla-Lewis,EXTERNAL,EMP-000331,2019-07-11,2019-11-05,204,263.13,53677.9,35794.1,17883.8,33.32,0.0,0.0,53677.9,SAR,FCA,Experience trouble make but table later.,2019-07-11
SO-2020-0000189,PRJ-2024-00308,MAT-00000701,BLANKET,CLOSED,PAID,"Wallace, Miller and Fleming",INTERNAL,EMP-000089,2020-10-09,2021-02-21,195,86.21,16811.35,10479.78,6331.57,37.66,0.05,840.57,17651.92,SAR,FOB,Property remember nearly face feel.,2020-10-09
SO-2019-0000190,PRJ-2022-00512,MAT-00000866,STANDARD,IN_PROGRESS,OVERDUE,Joseph Ltd,INTERNAL,EMP-000568,2019-01-22,2019-04-04,459,13.45,6171.7,5205.58,966.12,15.65,0.15,925.75,7097.45,EUR,DAP,Soldier meeting building cut.,2019-01-22
SO-2022-0000191,PRJ-2019-00278,MAT-00000048,BLANKET,IN_PROGRESS,PAID,Young Group,EXTERNAL,EMP-000085,2022-01-09,2022-03-17,92,333.1,30645.09,23429.01,7216.08,23.55,0.05,1532.25,32177.34,USD,FCA,Guess occur level.,2022-01-09
SO-2025-0000192,PRJ-2020-00408,MAT-00000952,STANDARD,DELIVERED,PAID,"Anderson, Henson and Jones",GOVERNMENT,EMP-000086,2025-06-19,2025-10-09,347,623.45,216338.2,175744.63,40593.57,18.76,0.15,32450.73,248788.93,SAR,FCA,Yourself rest moment shoulder statement.,2025-06-19
SO-2024-0000193,PRJ-2020-00081,MAT-00000513,CREDIT_NOTE,CONFIRMED,PARTIALLY_PAID,Martinez LLC,EXTERNAL,EMP-000916,2024-11-10,2025-04-25,175,471.71,-82548.45,-66836.89,15711.56,19.03,0.15,12382.27,-94930.72,USD,EXW,Last quite general.,2024-11-10
SO-2024-0000194,PRJ-2024-00280,MAT-00000803,STANDARD,IN_PROGRESS,OVERDUE,"Bowman, White and Burch",INTERNAL,EMP-000587,2024-12-04,2025-03-25,349,26.48,9240.87,6542.18,2698.69,29.2,0.15,1386.13,10627.0,USD,FOB,Me than story million fight.,2024-12-04
SO-2024-0000195,PRJ-2021-00076,MAT-00000085,STANDARD,CLOSED,PAID,Morris Ltd,INTERNAL,EMP-000373,2024-02-24,2024-04-01,163,476.29,77634.83,60936.65,16698.18,21.51,0.05,3881.74,81516.57,SAR,CIF,Generation wait thus suffer.,2024-02-24
SO-2025-0000196,PRJ-2021-00277,MAT-00000105,STANDARD,DELIVERED,PAID,Gonzalez-Huber,EXTERNAL,EMP-000150,2025-02-15,2025-05-30,53,2013.61,106721.3,77704.87,29016.43,27.19,0.0,0.0,106721.3,USD,CIF,By field move maybe.,2025-02-15
SO-2025-0000197,PRJ-2022-00395,MAT-00000013,STANDARD,CLOSED,PAID,Vargas PLC,EXTERNAL,EMP-000417,2025-09-24,2025-11-20,125,127.22,15902.22,11765.8,4136.42,26.01,0.15,2385.33,18287.55,SAR,CIF,Commercial person top.,2025-09-24
SO-2021-0000198,PRJ-2022-00275,MAT-00000505,STANDARD,DELIVERED,PARTIALLY_PAID,Kirby-Elliott,GOVERNMENT,EMP-000173,2021-05-09,2021-07-25,40,1885.05,75401.89,54369.12,21032.77,27.89,0.05,3770.09,79171.98,SAR,DAP,Ball we side.,2021-05-09
SO-2020-0000199,PRJ-2021-00469,MAT-00000110,STANDARD,CANCELLED,UNBILLED,Curtis-Wang,EXTERNAL,EMP-000161,2020-06-17,2020-10-21,318,205.46,65336.95,44628.68,20708.27,31.69,0.05,3266.85,68603.8,USD,FCA,Peace air threat nation politics.,2020-06-17
SO-2023-0000200,PRJ-2021-00140,MAT-00000308,STANDARD,CLOSED,PAID,Webb-Ballard,EXTERNAL,EMP-000447,2023-05-30,2023-11-22,204,52.85,10781.04,6947.4,3833.64,35.56,0.05,539.05,11320.09,USD,FOB,Father authority art keep machine.,2023-05-30
SO-2021-0000201,PRJ-2020-00386,MAT-00000288,STANDARD,CONFIRMED,PAID,Peterson and Sons,INTERNAL,EMP-000953,2021-12-16,2022-05-19,280,365.73,102404.0,76604.0,25800.0,25.19,0.0,0.0,102404.0,USD,FCA,Technology floor write generation human.,2021-12-16
SO-2020-0000202,PRJ-2020-00449,MAT-00000817,RETURN,CONFIRMED,PAID,Robertson-Rodriguez,EXTERNAL,EMP-000417,2020-03-12,2020-09-04,345,402.47,-138853.79,110911.05,27942.74,20.12,0.05,6942.69,-145796.48,SAR,FOB,Letter environment easy best.,2020-03-12
SO-2024-0000203,PRJ-2020-00434,MAT-00000809,STANDARD,CANCELLED,UNBILLED,Dougherty-Lin,EXTERNAL,EMP-000499,2024-09-16,2025-01-15,206,1475.42,303937.35,218776.74,85160.61,28.02,0.15,45590.6,349527.95,USD,CIF,Eat tend civil force officer.,2024-09-16
SO-2024-0000204,PRJ-2020-00917,MAT-00000832,STANDARD,CANCELLED,UNBILLED,Lee-Moore,INTERNAL,EMP-000669,2024-12-06,2025-03-20,128,2272.58,290890.76,182488.09,108402.67,37.27,0.15,43633.61,334524.37,USD,DAP,Level these market bed hotel lead.,2024-12-06
SO-2024-0000205,PRJ-2023-00694,MAT-00000663,CREDIT_NOTE,IN_PROGRESS,PAID,Lewis LLC,GOVERNMENT,EMP-000526,2024-04-23,2024-09-14,51,148.66,-7581.72,-4749.84,2831.88,37.35,0.05,379.09,-7960.81,USD,FCA,Anything manager think.,2024-04-23
SO-2023-0000206,PRJ-2020-00227,MAT-00000457,STANDARD,CLOSED,PAID,"Chambers, Mitchell and Smith",INTERNAL,EMP-000496,2023-09-05,2023-10-15,177,82.86,14665.64,10634.3,4031.34,27.49,0.0,0.0,14665.64,EUR,EXW,Issue think road.,2023-09-05
SO-2019-0000207,PRJ-2020-00852,MAT-00000964,STANDARD,IN_PROGRESS,PAID,Diaz-Morales,EXTERNAL,EMP-000900,2019-09-01,2019-10-09,248,522.76,129644.7,84491.63,45153.07,34.83,0.05,6482.24,136126.94,USD,CIF,No guy eye hit late near.,2019-09-01
SO-2019-0000208,PRJ-2024-00308,MAT-00000046,BLANKET,DRAFT,PARTIALLY_PAID,"Becker, Wilson and Hester",INTERNAL,EMP-000992,2019-05-05,2019-09-28,410,315.61,129401.98,81179.12,48222.86,37.27,0.0,0.0,129401.98,SAR,DAP,Health would newspaper hand certain.,2019-05-05
SO-2022-0000209,PRJ-2019-00982,MAT-00000474,BLANKET,DELIVERED,BILLED,"Hicks, Porter and Williams",EXTERNAL,EMP-000315,2022-11-11,2023-01-14,203,638.66,129647.11,99092.78,30554.33,23.57,0.0,0.0,129647.11,SAR,EXW,Require sound mind.,2022-11-11
SO-2024-0000210,PRJ-2023-00220,MAT-00000211,BLANKET,CLOSED,UNBILLED,Obrien PLC,EXTERNAL,EMP-000398,2024-04-05,2024-07-21,447,43327.32,19367311.64,12113052.89,7254258.75,37.46,0.15,2905096.75,22272408.39,SAR,CIF,Foreign party class.,2024-04-05
SO-2024-0000211,PRJ-2022-00884,MAT-00000502,CREDIT_NOTE,IN_PROGRESS,PARTIALLY_PAID,"Stevenson, Evans and Rogers",EXTERNAL,EMP-000663,2024-06-29,2024-11-07,59,2389.4,-140974.71,-98419.52,42555.19,30.19,0.05,7048.74,-148023.45,USD,FCA,Mother remember feel staff happy purpose.,2024-06-29
SO-2025-0000212,PRJ-2024-00305,MAT-00000941,STANDARD,CLOSED,PARTIALLY_PAID,Silva-Robles,EXTERNAL,EMP-000760,2025-07-11,2025-08-30,60,5480.79,328847.19,216921.81,111925.38,34.04,0.0,0.0,328847.19,SAR,FOB,Ago listen whose situation simply officer return.,2025-07-11
SO-2023-0000213,PRJ-2024-00393,MAT-00000434,STANDARD,DELIVERED,OVERDUE,"Castillo, Warren and Griffith",INTERNAL,EMP-000233,2023-03-27,2023-08-13,89,2814.01,250447.01,208540.65,41906.36,16.73,0.15,37567.05,288014.06,SAR,DDP,Challenge quite all way body.,2023-03-27
SO-2023-0000214,PRJ-2023-00055,MAT-00000887,CREDIT_NOTE,DELIVERED,BILLED,Alexander Group,EXTERNAL,EMP-000480,2023-12-01,2024-04-19,288,552.32,-159067.97,-110709.09,48358.88,30.4,0.15,23860.2,-182928.17,SAR,FCA,Include data maybe.,2023-12-01
SO-2025-0000215,PRJ-2023-00455,MAT-00000501,STANDARD,DRAFT,PAID,"Knapp, Salas and Fitzgerald",INTERNAL,EMP-000210,2025-10-03,2025-12-29,141,264.63,37312.97,25112.47,12200.5,32.7,0.0,0.0,37312.97,SAR,FCA,Relationship million night.,2025-10-03
SO-2025-0000216,PRJ-2024-00785,MAT-00000508,STANDARD,DELIVERED,BILLED,"Mendoza, Bennett and Frye",EXTERNAL,EMP-000683,2025-01-22,2025-05-28,188,994.27,186923.33,137533.8,49389.53,26.42,0.15,28038.5,214961.83,EUR,EXW,Treatment garden great sign return.,2025-01-22
SO-2024-0000217,PRJ-2024-00850,MAT-00000670,STANDARD,CLOSED,UNBILLED,"Lara, Baker and Washington",GOVERNMENT,EMP-000920,2024-08-12,2024-09-25,442,42.5,18784.03,12504.6,6279.43,33.43,0.0,0.0,18784.03,SAR,FCA,Everything fear walk word.,2024-08-12
SO-2023-0000218,PRJ-2023-00706,MAT-00000360,STANDARD,DELIVERED,PAID,Bush-Vaughn,EXTERNAL,EMP-000870,2023-01-31,2023-07-09,417,100.65,41972.59,33419.09,8553.5,20.38,0.0,0.0,41972.59,SAR,DAP,First give value somebody event business.,2023-01-31
SO-2020-0000219,PRJ-2022-00332,MAT-00000721,STANDARD,IN_PROGRESS,OVERDUE,"Daniels, Huang and Foster",JV_PARTNER,EMP-000417,2020-03-10,2020-07-07,348,83.08,28910.34,24468.9,4441.44,15.36,0.0,0.0,28910.34,EUR,FCA,West source fact explain research.,2020-03-10
SO-2020-0000220,PRJ-2020-00719,MAT-00000887,STANDARD,CLOSED,PAID,Bradshaw-Douglas,EXTERNAL,EMP-000150,2020-09-07,2020-10-27,347,195.09,67697.95,53506.32,14191.63,20.96,0.05,3384.9,71082.85,SAR,DDP,Degree still even no even body.,2020-09-07
SO-2022-0000221,PRJ-2019-00463,MAT-00000078,BLANKET,CLOSED,PARTIALLY_PAID,"Matthews, Sanchez and Santiago",EXTERNAL,EMP-000775,2022-08-21,2023-01-06,356,5415.7,1927988.62,1518195.79,409792.83,21.25,0.05,96399.43,2024388.05,SAR,FCA,Difficult do beyond form line race.,2022-08-21
SO-2019-0000222,PRJ-2019-00749,MAT-00000996,STANDARD,CLOSED,OVERDUE,Smith PLC,EXTERNAL,EMP-000597,2019-08-08,2019-10-15,204,24.51,5000.0,3994.6,1005.4,20.11,0.0,0.0,5000.0,SAR,CIF,Imagine various there local.,2019-08-08
SO-2021-0000223,PRJ-2021-00561,MAT-00000592,STANDARD,DELIVERED,PARTIALLY_PAID,Avila LLC,GOVERNMENT,EMP-000147,2021-02-20,2021-08-13,25,6704.37,167609.19,129166.01,38443.18,22.94,0.0,0.0,167609.19,SAR,EXW,Experience arrive shoulder present discussion.,2021-02-20
SO-2025-0000224,PRJ-2023-00162,MAT-00000452,STANDARD,CANCELLED,UNBILLED,"Sharp, Zuniga and Gentry",INTERNAL,EMP-000595,2025-11-29,2026-02-28,353,15.1,5329.04,3466.96,1862.08,34.94,0.0,0.0,5329.04,EUR,CIF,Individual study value already.,2025-11-29
SO-2019-0000225,PRJ-2021-00671,MAT-00000370,STANDARD,CLOSED,PAID,French-Lopez,EXTERNAL,EMP-000354,2019-12-25,2020-03-07,321,91.9,29498.72,18081.15,11417.57,38.71,0.05,1474.94,30973.66,SAR,EXW,Theory across nothing blue.,2019-12-25
SO-2019-0000226,PRJ-2023-00219,MAT-00000489,STANDARD,IN_PROGRESS,PAID,Mitchell-Hays,EXTERNAL,EMP-000086,2019-03-03,2019-07-03,357,858.93,306638.83,184695.23,121943.6,39.77,0.05,15331.94,321970.77,SAR,FOB,Modern threat care mean evening speak.,2019-03-03
SO-2022-0000227,PRJ-2021-00092,MAT-00000749,STANDARD,IN_PROGRESS,OVERDUE,Martin-Stevens,INTERNAL,EMP-000984,2022-11-25,2023-01-14,397,166.08,65934.69,41821.21,24113.48,36.57,0.0,0.0,65934.69,USD,DAP,Responsibility add front far.,2022-11-25
SO-2024-0000228,PRJ-2021-00169,MAT-00000451,BLANKET,DELIVERED,BILLED,"Todd, Thompson and Chase",GOVERNMENT,EMP-000473,2024-04-21,2024-05-27,352,33.78,11889.17,8357.22,3531.95,29.71,0.05,594.46,12483.63,SAR,EXW,Still middle beautiful protect continue.,2024-04-21
SO-2023-0000229,PRJ-2020-00748,MAT-00000394,CREDIT_NOTE,IN_PROGRESS,BILLED,Woods and Sons,EXTERNAL,EMP-000473,2023-10-11,2024-03-26,44,465.38,-20476.73,-13703.89,6772.84,33.08,0.0,0.0,-20476.73,USD,FCA,End dog send.,2023-10-11
SO-2019-0000230,PRJ-2019-00869,MAT-00000868,RETURN,IN_PROGRESS,PAID,Turner-Sharp,GOVERNMENT,EMP-000807,2019-11-27,2019-12-24,201,825.58,-165942.5,107391.62,58550.88,35.28,0.05,8297.12,-174239.62,USD,FOB,End growth door.,2019-11-27
SO-2022-0000231,PRJ-2021-00396,MAT-00000116,STANDARD,DELIVERED,PAID,"Wilson, Parker and Sullivan",GOVERNMENT,EMP-000331,2022-03-09,2022-06-30,185,108.21,20019.26,16904.75,3114.51,15.56,0.05,1000.96,21020.22,USD,CIF,Type thousand show real police wait.,2022-03-09
SO-2023-0000232,PRJ-2022-00700,MAT-00000177,STANDARD,CANCELLED,UNBILLED,Mendez-Robinson,INTERNAL,EMP-000929,2023-01-08,2023-03-30,301,275.22,82841.79,51216.77,31625.02,38.18,0.0,0.0,82841.79,EUR,DDP,Long lawyer writer.,2023-01-08
SO-2023-0000233,PRJ-2022-00294,MAT-00000644,STANDARD,DELIVERED,PAID,Perry-Dunn,INTERNAL,EMP-000873,2023-11-12,2024-01-04,275,233.13,64110.14,39787.2,24322.94,37.94,0.15,9616.52,73726.66,SAR,DAP,Serious soon stay seven quite other.,2023-11-12
SO-2020-0000234,PRJ-2020-00998,MAT-00000828,STANDARD,IN_PROGRESS,PAID,Fox PLC,EXTERNAL,EMP-000184,2020-02-03,2020-05-06,349,64.56,22529.92,18218.41,4311.51,19.14,0.15,3379.49,25909.41,USD,FOB,Back nor article natural measure.,2020-02-03
SO-2019-0000235,PRJ-2020-00251,MAT-00000089,STANDARD,DELIVERED,UNBILLED,"Herrera, Martin and Bond",INTERNAL,EMP-000568,2019-03-31,2019-05-14,337,4428.58,1492429.87,1143977.19,348452.68,23.35,0.15,223864.48,1716294.35,SAR,EXW,Break day on before member.,2019-03-31
SO-2020-0000236,PRJ-2023-00509,MAT-00000976,STANDARD,CLOSED,PAID,Chavez PLC,GOVERNMENT,EMP-000471,2020-05-17,2020-06-30,65,2383.9,154953.22,99439.79,55513.43,35.83,0.15,23242.98,178196.2,SAR,DDP,Lead around left southern rich.,2020-05-17
SO-2021-0000237,PRJ-2019-00537,MAT-00000066,BLANKET,DELIVERED,UNBILLED,Scott-Smith,INTERNAL,EMP-000364,2021-09-13,2022-02-19,185,27.03,5000.0,3569.0,1431.0,28.62,0.0,0.0,5000.0,SAR,EXW,Official and general as.,2021-09-13
SO-2023-0000238,PRJ-2022-00691,MAT-00000741,STANDARD,DELIVERED,UNBILLED,Michael Inc,EXTERNAL,EMP-000129,2023-08-30,2023-12-15,126,628.54,79196.03,64602.75,14593.28,18.43,0.0,0.0,79196.03,SAR,EXW,All important shoulder she within position.,2023-08-30
SO-2023-0000239,PRJ-2023-00823,MAT-00000936,BLANKET,DELIVERED,PARTIALLY_PAID,Brooks-Vance,EXTERNAL,EMP-000881,2023-05-19,2023-06-21,369,60.13,22188.3,15621.99,6566.31,29.59,0.05,1109.41,23297.71,SAR,FCA,Thank trade heart radio product.,2023-05-19
SO-2019-0000240,PRJ-2021-00184,MAT-00000229,STANDARD,DRAFT,PARTIALLY_PAID,"Anderson, Dalton and Wilson",INTERNAL,EMP-000978,2019-06-09,2019-09-14,444,484.36,215055.2,176183.5,38871.7,18.08,0.05,10752.76,225807.96,SAR,CIF,Hotel camera without strong series without.,2019-06-09
SO-2020-0000241,PRJ-2022-00299,MAT-00000578,STANDARD,DELIVERED,PAID,Nunez-Stephens,INTERNAL,EMP-000952,2020-10-06,2020-12-21,253,72.08,18237.2,13640.02,4597.18,25.21,0.0,0.0,18237.2,EUR,EXW,Here discover leave choice country themselves.,2020-10-06
SO-2020-0000242,PRJ-2024-00555,MAT-00000355,RETURN,CLOSED,OVERDUE,Johnson Ltd,INTERNAL,EMP-000777,2020-06-06,2020-07-16,337,149.58,-50407.5,30262.92,20144.58,39.96,0.05,2520.38,-52927.88,EUR,DDP,Past view threat drive attack.,2020-06-06
SO-2022-0000243,PRJ-2024-00985,MAT-00000062,BLANKET,CONFIRMED,OVERDUE,"Johnson, Harper and Warner",EXTERNAL,EMP-000171,2022-12-25,2023-04-13,267,478.3,127705.35,105270.31,22435.04,17.57,0.05,6385.27,134090.62,USD,DAP,Each analysis keep.,2022-12-25
SO-2019-0000244,PRJ-2019-00518,MAT-00000137,RETURN,CONFIRMED,PAID,"Robinson, Shields and Brown",INTERNAL,EMP-000780,2019-05-02,2019-07-29,494,444.12,-219395.82,155495.85,63899.97,29.13,0.0,0.0,-219395.82,SAR,DDP,Year doctor trouble office officer significant.,2019-05-02
SO-2024-0000245,PRJ-2020-00852,MAT-00000754,STANDARD,IN_PROGRESS,UNBILLED,Young-Walter,INTERNAL,EMP-000457,2024-02-25,2024-04-18,400,24.73,9892.73,6436.98,3455.75,34.93,0.15,1483.91,11376.64,SAR,CIF,Determine feel article we they treatment.,2024-02-25
SO-2022-0000246,PRJ-2021-00124,MAT-00000549,CREDIT_NOTE,IN_PROGRESS,PARTIALLY_PAID,"Shelton, Peters and Williams",GOVERNMENT,EMP-000480,2022-03-22,2022-06-21,62,584.71,-36251.94,-24152.93,12099.01,33.37,0.0,0.0,-36251.94,USD,EXW,Walk provide skill five indicate.,2022-03-22
SO-2020-0000247,PRJ-2023-00856,MAT-00000878,STANDARD,CLOSED,OVERDUE,Evans and Sons,GOVERNMENT,EMP-000457,2020-06-02,2020-08-21,26,1129.45,29365.68,20528.41,8837.27,30.09,0.15,4404.85,33770.53,SAR,DDP,List support feeling remain south trip.,2020-06-02
SO-2025-0000248,PRJ-2020-00464,MAT-00000570,STANDARD,CONFIRMED,BILLED,"Gutierrez, Butler and Moreno",INTERNAL,EMP-000919,2025-02-01,2025-04-12,63,356.69,22471.57,17942.48,4529.09,20.15,0.0,0.0,22471.57,USD,CIF,Drug data position two suggest.,2025-02-01
SO-2024-0000249,PRJ-2022-00646,MAT-00000961,STANDARD,DELIVERED,OVERDUE,Nichols and Sons,GOVERNMENT,EMP-000793,2024-11-26,2025-04-02,34,24880.03,845921.09,523410.96,322510.13,38.13,0.0,0.0,845921.09,SAR,CIF,Environmental purpose owner.,2024-11-26
SO-2019-0000250,PRJ-2019-00044,MAT-00000965,STANDARD,CANCELLED,UNBILLED,Lopez PLC,EXTERNAL,EMP-000600,2019-09-12,2019-10-03,371,296.27,109916.09,77852.37,32063.72,29.17,0.05,5495.8,115411.89,SAR,CIF,Describe decade trade field training deep.,2019-09-12
SO-2020-0000251,PRJ-2024-00931,MAT-00000192,STANDARD,CLOSED,UNBILLED,Hayden Inc,EXTERNAL,EMP-000395,2020-05-31,2020-10-19,126,71.69,9033.31,6818.29,2215.02,24.52,0.15,1355.0,10388.31,USD,EXW,Trial receive region however dream focus.,2020-05-31
SO-2019-0000252,PRJ-2019-00287,MAT-00000393,STANDARD,DELIVERED,PAID,James-Ferguson,GOVERNMENT,EMP-000163,2019-01-10,2019-05-01,411,577.21,237231.78,157115.51,80116.27,33.77,0.15,35584.77,272816.55,SAR,DAP,Final growth third letter sort.,2019-01-10
SO-2025-0000253,PRJ-2023-00497,MAT-00000353,STANDARD,IN_PROGRESS,BILLED,"Harrison, Franco and Rocha",GOVERNMENT,EMP-000705,2025-05-24,2025-06-21,113,12782.68,1444442.94,981815.88,462627.06,32.03,0.0,0.0,1444442.94,SAR,CIF,Fine animal ten scientist administration.,2025-05-24
SO-2025-0000254,PRJ-2022-00599,MAT-00000239,STANDARD,CLOSED,BILLED,"Donovan, Riley and Butler",EXTERNAL,EMP-000191,2025-01-29,2025-04-09,470,599.42,281728.15,226529.52,55198.63,19.59,0.15,42259.22,323987.37,EUR,DDP,Cultural discover now.,2025-01-29
SO-2021-0000255,PRJ-2023-00958,MAT-00000860,STANDARD,DELIVERED,PAID,Porter Ltd,JV_PARTNER,EMP-000215,2021-01-15,2021-04-29,468,13.1,6129.97,4747.09,1382.88,22.56,0.15,919.5,7049.47,USD,DAP,Either start whom politics make.,2021-01-15
SO-2020-0000256,PRJ-2022-00857,MAT-00000830,STANDARD,CONFIRMED,UNBILLED,Oconnor LLC,EXTERNAL,EMP-000627,2020-01-11,2020-06-07,309,93.72,28959.36,17782.26,11177.1,38.6,0.0,0.0,28959.36,SAR,DAP,Cause national contain threat.,2020-01-11
SO-2020-0000257,PRJ-2023-00826,MAT-00000134,BLANKET,CANCELLED,UNBILLED,"Bernard, Warren and Combs",EXTERNAL,EMP-000467,2020-01-12,2020-03-03,166,2412.4,400459.02,324800.71,75658.31,18.89,0.0,0.0,400459.02,EUR,EXW,War property share.,2020-01-12
SO-2025-0000258,PRJ-2024-00539,MAT-00000882,CREDIT_NOTE,IN_PROGRESS,OVERDUE,Taylor-Mccoy,INTERNAL,EMP-000486,2025-06-04,2025-09-08,52,398.32,-20712.57,-14475.99,6236.58,30.11,0.05,1035.63,-21748.2,SAR,DDP,Religious across media.,2025-06-04
SO-2025-0000259,PRJ-2021-00655,MAT-00000984,STANDARD,CONFIRMED,OVERDUE,Brown-Little,EXTERNAL,EMP-000621,2025-07-02,2025-09-11,476,244.77,116509.62,90107.39,26402.23,22.66,0.15,17476.44,133986.06,USD,DDP,Tree process administration mother in admit.,2025-07-02
SO-2021-0000260,PRJ-2019-00752,MAT-00000706,STANDARD,CLOSED,OVERDUE,"Hill, Madden and Smith",EXTERNAL,EMP-000418,2021-01-17,2021-03-18,201,952.08,191367.53,160208.02,31159.51,16.28,0.15,28705.13,220072.66,EUR,DAP,South travel blood benefit chance.,2021-01-17
SO-2020-0000261,PRJ-2021-00655,MAT-00000580,CREDIT_NOTE,CONFIRMED,PAID,Harvey LLC,GOVERNMENT,EMP-000119,2020-11-21,2020-12-27,164,90.9,-14907.27,-9831.33,5075.94,34.05,0.0,0.0,-14907.27,USD,FCA,Environment however health image north.,2020-11-21
SO-2021-0000262,PRJ-2019-00458,MAT-00000012,STANDARD,CLOSED,PARTIALLY_PAID,"Perez, Sutton and Abbott",EXTERNAL,EMP-000365,2021-01-25,2021-05-17,369,148.4,54759.82,43630.16,11129.66,20.32,0.0,0.0,54759.82,SAR,FOB,Behavior here need.,2021-01-25
SO-2022-0000263,PRJ-2022-00505,MAT-00000903,STANDARD,IN_PROGRESS,PAID,Walsh Ltd,INTERNAL,EMP-000499,2022-12-18,2023-02-27,296,16.89,5000.0,3985.91,1014.09,20.28,0.15,750.0,5750.0,SAR,EXW,Bar suddenly population former.,2022-12-18
SO-2021-0000264,PRJ-2022-00021,MAT-00000327,CREDIT_NOTE,CONFIRMED,BILLED,Jacobson Inc,EXTERNAL,EMP-000363,2021-10-08,2021-11-14,375,34.35,-12879.84,-8936.86,3942.98,30.61,0.0,0.0,-12879.84,EUR,DDP,Deep test thought little.,2021-10-08
SO-2024-0000265,PRJ-2019-00032,MAT-00000442,STANDARD,CLOSED,BILLED,Glass Ltd,GOVERNMENT,EMP-000803,2024-07-28,2024-12-30,106,386.72,40992.64,25633.29,15359.35,37.47,0.0,0.0,40992.64,USD,CIF,Tonight nor allow up.,2024-07-28
SO-2024-0000266,PRJ-2024-00289,MAT-00000305,STANDARD,IN_PROGRESS,PAID,Smith-Clark,INTERNAL,EMP-000325,2024-01-02,2024-05-04,28,329.02,9212.58,6658.27,2554.31,27.73,0.05,460.63,9673.21,USD,FCA,Sell require huge.,2024-01-02
SO-2023-0000267,PRJ-2024-00492,MAT-00000205,STANDARD,CONFIRMED,BILLED,Evans PLC,EXTERNAL,EMP-000111,2023-06-07,2023-09-30,433,1600.19,692883.36,429923.06,262960.3,37.95,0.0,0.0,692883.36,EUR,CIF,Note support quality music.,2023-06-07
SO-2019-0000268,PRJ-2020-00658,MAT-00000558,STANDARD,CLOSED,PARTIALLY_PAID,Campos-Taylor,INTERNAL,EMP-000515,2019-08-27,2019-11-16,135,51.91,7007.86,4985.7,2022.16,28.86,0.05,350.39,7358.25,SAR,EXW,May window approach.,2019-08-27
SO-2020-0000269,PRJ-2019-00771,MAT-00000714,STANDARD,CLOSED,PAID,Hall-Jones,INTERNAL,EMP-000818,2020-04-26,2020-09-28,388,79.75,30943.97,21768.98,9174.99,29.65,0.15,4641.6,35585.57,SAR,DAP,Shoulder western however similar ahead event.,2020-04-26
SO-2022-0000270,PRJ-2020-00989,MAT-00000549,RETURN,DELIVERED,OVERDUE,Henry-Kelly,EXTERNAL,EMP-000836,2022-01-18,2022-06-09,41,1776.75,-72846.58,52381.47,20465.11,28.09,0.05,3642.33,-76488.91,SAR,DAP,It quickly produce beat peace.,2022-01-18
SO-2024-0000271,PRJ-2021-00636,MAT-00000151,CREDIT_NOTE,DELIVERED,OVERDUE,Marquez Inc,EXTERNAL,EMP-000133,2024-03-05,2024-03-29,109,4772.2,-520169.47,-333840.19,186329.28,35.82,0.0,0.0,-520169.47,EUR,DDP,Child Republican plant science.,2024-03-05
SO-2020-0000272,PRJ-2021-00843,MAT-00000643,RETURN,IN_PROGRESS,OVERDUE,Ward-Davis,EXTERNAL,EMP-000174,2020-07-17,2020-12-20,35,198.51,-6947.98,5756.7,1191.28,17.15,0.0,0.0,-6947.98,SAR,CIF,Know seven bill beautiful.,2020-07-17
SO-2023-0000273,PRJ-2024-00470,MAT-00000940,BLANKET,DELIVERED,PAID,Cole-Peters,EXTERNAL,EMP-000014,2023-03-17,2023-08-23,213,1609.14,342746.24,241601.3,101144.94,29.51,0.0,0.0,342746.24,USD,EXW,Billion bed never others six.,2023-03-17
SO-2019-0000274,PRJ-2021-00577,MAT-00000799,BLANKET,CLOSED,OVERDUE,Smith-Gutierrez,EXTERNAL,EMP-000115,2019-12-02,2020-04-18,136,447.06,60800.28,49824.21,10976.07,18.05,0.05,3040.01,63840.29,SAR,FOB,Right nice yeah.,2019-12-02
SO-2021-0000275,PRJ-2022-00413,MAT-00000148,STANDARD,CLOSED,UNBILLED,Armstrong and Sons,GOVERNMENT,EMP-000762,2021-05-02,2021-05-28,170,80.8,13735.47,11295.96,2439.51,17.76,0.15,2060.32,15795.79,EUR,CIF,College especially environmental certainly cold.,2021-05-02
SO-2019-0000276,PRJ-2023-00346,MAT-00000838,STANDARD,IN_PROGRESS,PAID,Fisher-Washington,JV_PARTNER,EMP-000965,2019-03-10,2019-06-08,51,2348.02,119749.25,92691.39,27057.86,22.6,0.0,0.0,119749.25,SAR,CIF,Guess want result.,2019-03-10
